DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
# Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.0055334
0.02                                    0.0036977
0.03                                    0.0047051
0.04                                    0.004045
0.05                                    0.0084624
0.06                                    0.0017482
0.07                                    0.0010679
0.08                                    0.0099907
0.09                                    0.0022198
0.1                                     0.0063555
0.11                                    0.0001819
0.12                                    0.0037428
0.13                                    0.0012763
0.14                                    0.0032591
0.15                                    0.0004286
0.16                                    0.0049881
0.17                                    0.0008354
0.18                                    0.0056409
0.19                                    0.0088444
0.2                                     0.005485
0.21                                    0.0008104
0.22                                    0.0031421
0.23                                    0.0009251
0.24                                    0.0075827
0.25                                    0.0050007
0.26                                    0.0123838
0.27                                    0.0028587
0.28                                    0.0012812
0.29                                    0.0068604
0.3                                     0.0102623
0.31                                    0.0016004
0.32                                    0.0040005
0.33                                    0.001389
0.34                                    0.0051678
0.35                                    0.0010895
0.36                                    0.0067799
0.37                                    0.0073957
0.38                                    0.007038
0.39                                    9.2e-05
0.4                                     0.0016512
0.41                                    0.0047247
0.42                                    0.0008359
0.43                                    0.0068673
0.44                                    0.0098656
0.45                                    0.0048217
0.46                                    0.0035764
0.47                                    0.0013816
0.48                                    0.0001929
0.49                                    0.0011844
0.5                                     0.0162584
0.51                                    0.0056632
0.52                                    0.0010712
0.53                                    0.012231
0.54                                    0.0081622
0.55                                    0.0405606
0.56                                    0.0068631
0.57                                    0.0146165
0.58                                    0.0083359
0.59                                    0.0222392
0.6                                     0.0094355
0.61                                    0.0189082
0.62                                    0.0160058
0.63                                    0.0236012
0.64                                    0.0396736
0.65                                    0.031047
0.66                                    0.0386378
0.67                                    0.0398436
0.68                                    0.0245733
0.69                                    0.0291629
0.7                                     0.0676202
0.71                                    0.0446813
0.72                                    0.0687387
0.73                                    0.1071694
0.74                                    0.1739477
0.75                                    0.102508
0.76                                    0.1600957
0.77                                    0.2105045
0.78                                    0.1474036
0.79                                    0.2209597
0.8                                     0.2562235
0.81                                    0.2219368
0.82                                    0.2175403
0.83                                    0.3118391
0.84                                    0.4466595
0.85                                    0.4879442
0.86                                    0.5429022
0.87                                    0.6438281
0.88                                    0.5014046
0.89                                    0.5993833
0.9                                     0.6971939
0.91                                    0.6403448
0.92                                    0.8583687
0.93                                    0.7889069
0.94                                    0.8615267
0.95                                    0.8971345
0.96                                    0.9348897
0.97                                    0.9323877
0.98                                    0.9176149
0.99                                    0.9732329
1.0                                     0.9901075


# Non-Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.992524
0.02                                    0.9947558
0.03                                    0.9976204
0.04                                    0.990446
0.05                                    0.9967789
0.06                                    0.9911806
0.07                                    0.9881524
0.08                                    0.9917203
0.09                                    0.9934393
0.1                                     0.9914396
0.11                                    0.9944711
0.12                                    0.9828557
0.13                                    0.9967765
0.14                                    0.9830337
0.15                                    0.9744424
0.16                                    0.9947523
0.17                                    0.9704708
0.18                                    0.9758576
0.19                                    0.9354051
0.2                                     0.9481031
0.21                                    0.8761088
0.22                                    0.9454905
0.23                                    0.9562944
0.24                                    0.9036225
0.25                                    0.89004
0.26                                    0.9384928
0.27                                    0.8750048
0.28                                    0.9010202
0.29                                    0.8660671
0.3                                     0.8329974
0.31                                    0.7914754
0.32                                    0.8288048
0.33                                    0.8522834
0.34                                    0.6741061
0.35                                    0.7223552
0.36                                    0.7759406
0.37                                    0.7127262
0.38                                    0.6854855
0.39                                    0.7730018
0.4                                     0.6600726
0.41                                    0.7986898
0.42                                    0.499302
0.43                                    0.5154401
0.44                                    0.5488833
0.45                                    0.5607053
0.46                                    0.4950651
0.47                                    0.6581663
0.48                                    0.5624495
0.49                                    0.4969485
0.5                                     0.4092537
0.51                                    0.3626167
0.52                                    0.4703184
0.53                                    0.3305823
0.54                                    0.3895645
0.55                                    0.2856414
0.56                                    0.4804
0.57                                    0.2645093
0.58                                    0.15633
0.59                                    0.2604577
0.6                                     0.2391858
0.61                                    0.1558205
0.62                                    0.2554636
0.63                                    0.1286279
0.64                                    0.1429927
0.65                                    0.1644416
0.66                                    0.1081447
0.67                                    0.1059744
0.68                                    0.1424087
0.69                                    0.0916509
0.7                                     0.0608164
0.71                                    0.0906196
0.72                                    0.1267447
0.73                                    0.0933612
0.74                                    0.0489144
0.75                                    0.0385949
0.76                                    0.0680169
0.77                                    0.0327268
0.78                                    0.0791611
0.79                                    0.0473187
0.8                                     0.0214632
0.81                                    0.0172752
0.82                                    0.0280652
0.83                                    0.0265099
0.84                                    0.0309025
0.85                                    0.0292017
0.86                                    0.0231143
0.87                                    0.00627
0.88                                    0.0160322
0.89                                    0.0049957
0.9                                     0.0076972
0.91                                    0.0142476
0.92                                    0.0095765
0.93                                    0.0098362
0.94                                    0.0033606
0.95                                    0.0027909
0.96                                    0.0010503
0.97                                    0.0067633
0.98                                    0.0010345
0.99                                    0.007446
1.0                                     0.0049202


# Two-point Correlation Function (1/um)
--------------------------------------------------
lag (px)                                Value
--------------------------------------------------
0.5                                     0.0681439
1.0                                     0.0690567
1.5                                     0.0560383
2.0                                     0.0499481
2.5                                     0.0389968
3.0                                     0.0673717
3.5                                     0.0489007
4.0                                     0.053496
4.5                                     0.0478239
5.0                                     0.0416915
5.5                                     0.0559791
6.0                                     0.0407705
6.5                                     0.0351409
7.0                                     0.0354648
7.5                                     0.0261811
8.0                                     0.0537071
8.5                                     0.0406973
9.0                                     0.030829
9.5                                     0.0483731
10.0                                    0.0336096
10.5                                    0.0262858
11.0                                    0.0036636
11.5                                    0.0194761
12.0                                    0.0159768
12.5                                    0.0189966
13.0                                    0.0165953
13.5                                    0.0190826
14.0                                    0.0111038
14.5                                    0.0168215
15.0                                    0.0157175
15.5                                    0.0116983
16.0                                    0.014337
16.5                                    0.0187835
17.0                                    0.0142506
17.5                                    0.0189359
18.0                                    0.0158354
18.5                                    0.0112995
19.0                                    0.012736
19.5                                    0.0096859
20.0                                    0.0106736
20.5                                    0.0074748
21.0                                    0.0116382
21.5                                    0.0161463
22.0                                    0.0119785
22.5                                    0.0157199
23.0                                    0.0093261
23.5                                    0.0101235
24.0                                    0.0077367
24.5                                    0.0115646
25.0                                    0.0106386
25.5                                    0.0071944
26.0                                    0.0117098
26.5                                    0.0080532
27.0                                    0.012696
27.5                                    0.0090662
28.0                                    0.0090456
28.5                                    0.0084801
29.0                                    0.0085915
29.5                                    0.0059017
30.0                                    0.0089738
30.5                                    0.0083058
31.0                                    0.0146125
31.5                                    0.0082457
32.0                                    0.006211
32.5                                    0.0062042
33.0                                    0.0053629
33.5                                    0.0057518
34.0                                    0.0134688
34.5                                    0.0119407
35.0                                    0.006268
35.5                                    0.0076418
36.0                                    0.0051583
36.5                                    0.0103421
37.0                                    0.0072573
37.5                                    0.0035944
38.0                                    0.0046392
38.5                                    0.0088309
39.0                                    0.0127981
39.5                                    0.0075172
40.0                                    0.0100436
40.5                                    0.0055099
41.0                                    0.0094051
41.5                                    0.0071811
42.0                                    0.0113024
42.5                                    0.0083155
43.0                                    0.0099737
43.5                                    0.0087725
44.0                                    0.006949
44.5                                    0.0100802
45.0                                    0.0067812
45.5                                    0.0059479
46.0                                    0.0068996
46.5                                    0.0153398
47.0                                    0.0071395
47.5                                    0.0077867
48.0                                    0.0082957
48.5                                    0.0083146
49.0                                    0.0057318
49.5                                    0.0085291
50.0                                    0.0082333


# Pore Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    9.4510731
0.02                                    8.2480232
0.03                                    8.5678449
0.04                                    9.278748
0.05                                    9.043158
0.06                                    10.7096655
0.07                                    8.34896
0.08                                    8.1003516
0.09                                    9.6047313
0.1                                     11.0724371
0.11                                    9.5540802
0.12                                    9.1285087
0.13                                    9.108753
0.14                                    8.6093829
0.15                                    11.6299497
0.16                                    11.2885434
0.17                                    9.0508752
0.18                                    11.7007859
0.19                                    8.5572863
0.2                                     10.5598287
0.21                                    10.925754
0.22                                    9.3662438
0.23                                    8.6513145
0.24                                    8.7687675
0.25                                    12.2400637
0.26                                    10.9315495
0.27                                    10.6304234
0.28                                    8.3462805
0.29                                    11.9384643
0.3                                     11.3082315
0.31                                    9.1990379
0.32                                    9.2291609
0.33                                    11.2615378
0.34                                    9.9638272
0.35                                    10.8021003
0.36                                    10.7465682
0.37                                    11.5802958
0.38                                    12.0376334
0.39                                    9.8095281
0.4                                     9.7812799
0.41                                    9.4188982
0.42                                    8.8556087
0.43                                    10.0814665
0.44                                    13.8183531
0.45                                    10.6257286
0.46                                    11.8593548
0.47                                    12.3054672
0.48                                    10.7776417
0.49                                    15.2916618
0.5                                     10.5739799
0.51                                    8.2655322
0.52                                    15.4137182
0.53                                    8.1432993
0.54                                    9.3665264
0.55                                    10.2257884
0.56                                    10.5779741
0.57                                    11.999063
0.58                                    9.1495253
0.59                                    20.5035219
0.6                                     13.3221875
0.61                                    9.9192157
0.62                                    10.6730672
0.63                                    13.5914626
0.64                                    12.747042
0.65                                    14.5231774
0.66                                    11.1236349
0.67                                    13.1533234
0.68                                    17.179723
0.69                                    14.7979821
0.7                                     14.0358989
0.71                                    11.763264
0.72                                    16.3227279
0.73                                    18.1797341
0.74                                    11.9348974
0.75                                    22.6950605
0.76                                    16.0193925
0.77                                    20.4006008
0.78                                    14.8405651
0.79                                    11.9304456
0.8                                     13.1258085
0.81                                    21.2801562
0.82                                    21.2549711
0.83                                    18.8305241
0.84                                    16.0152874
0.85                                    18.4876506
0.86                                    28.7058301
0.87                                    19.3704793
0.88                                    10.6567709
0.89                                    21.7848071
0.9                                     15.2548325
0.91                                    14.6327626
0.92                                    27.1948388
0.93                                    15.3422563
0.94                                    30.1709248
0.95                                    18.0540039
0.96                                    28.7786405
0.97                                    34.7090585
0.98                                    52.7548294
0.99                                    34.7677097
1.0                                     104.7542064


# Throat Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    2.9209284
0.02                                    3.6514335
0.03                                    2.7375939
0.04                                    2.4725911
0.05                                    3.214076
0.06                                    1.4564168
0.07                                    2.2036113
0.08                                    2.4445098
0.09                                    2.1459902
0.1                                     1.4185514
0.11                                    4.6563877
0.12                                    5.0280672
0.13                                    2.5851841
0.14                                    2.5236042
0.15                                    4.7416489
0.16                                    1.2225426
0.17                                    3.6384651
0.18                                    5.5523992
0.19                                    2.6359399
0.2                                     1.7766623
0.21                                    2.4420594
0.22                                    2.4734892
0.23                                    2.7039302
0.24                                    4.3696796
0.25                                    3.549604
0.26                                    4.4759573
0.27                                    1.5569297
0.28                                    1.285495
0.29                                    4.1410157
0.3                                     1.5248461
0.31                                    3.5556754
0.32                                    2.7077922
0.33                                    1.8772707
0.34                                    2.3135264
0.35                                    2.2297527
0.36                                    3.6052213
0.37                                    2.3861279
0.38                                    3.5765449
0.39                                    2.862619
0.4                                     3.8804976
0.41                                    6.2196445
0.42                                    3.7679066
0.43                                    2.173739
0.44                                    4.5280906
0.45                                    2.1329545
0.46                                    4.4147066
0.47                                    7.7943019
0.48                                    4.5534893
0.49                                    2.2588051
0.5                                     1.6508235
0.51                                    1.4271261
0.52                                    2.452934
0.53                                    3.8456232
0.54                                    5.6619157
0.55                                    4.9915484
0.56                                    3.9901206
0.57                                    4.3306822
0.58                                    5.0417003
0.59                                    4.9284852
0.6                                     2.5984993
0.61                                    7.6447614
0.62                                    7.9076536
0.63                                    6.5921672
0.64                                    4.6320581
0.65                                    1.7670201
0.66                                    10.5496543
0.67                                    1.1513417
0.68                                    3.5679824
0.69                                    4.7415522
0.7                                     9.1228111
0.71                                    3.6904084
0.72                                    6.2821003
0.73                                    4.1540222
0.74                                    11.1612623
0.75                                    12.9211058
0.76                                    14.9803479
0.77                                    8.4409311
0.78                                    9.8025102
0.79                                    3.8619371
0.8                                     8.4550447
0.81                                    10.7593772
0.82                                    3.974869
0.83                                    6.0880762
0.84                                    6.5741486
0.85                                    6.1760831
0.86                                    13.6685359
0.87                                    10.4278799
0.88                                    1.4132811
0.89                                    8.7168071
0.9                                     1.8098669
0.91                                    24.8879911
0.92                                    1.8557174
0.93                                    15.8353086
0.94                                    26.8106514
0.95                                    14.3201309
0.96                                    24.7646839
0.97                                    9.8708783
0.98                                    19.104144
0.99                                    27.8868242
1.0                                     109.1937899


# Throat Lenght Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    24.8189431
0.02                                    27.2661031
0.03                                    26.8944858
0.04                                    27.6089314
0.05                                    25.7775622
0.06                                    29.9347809
0.07                                    29.9599524
0.08                                    32.9361646
0.09                                    38.0093665
0.1                                     27.6343957
0.11                                    29.4231776
0.12                                    27.805499
0.13                                    34.3210503
0.14                                    24.5832669
0.15                                    32.965149
0.16                                    26.5243486
0.17                                    28.6271882
0.18                                    32.4690473
0.19                                    27.9023244
0.2                                     39.6592512
0.21                                    29.1078953
0.22                                    32.2165372
0.23                                    24.8183142
0.24                                    27.2184344
0.25                                    26.355733
0.26                                    27.6412616
0.27                                    28.6284299
0.28                                    28.1665393
0.29                                    26.7754253
0.3                                     29.4201886
0.31                                    28.7611645
0.32                                    31.1247334
0.33                                    30.0343219
0.34                                    33.2011198
0.35                                    25.2457851
0.36                                    26.9574639
0.37                                    44.8587017
0.38                                    25.0094493
0.39                                    30.3664265
0.4                                     36.239636
0.41                                    45.5087945
0.42                                    41.2834665
0.43                                    34.3522019
0.44                                    35.8077039
0.45                                    38.1186947
0.46                                    35.8563747
0.47                                    39.3779629
0.48                                    36.2316353
0.49                                    54.9334918
0.5                                     34.9058991
0.51                                    35.1717356
0.52                                    42.0753254
0.53                                    48.7902696
0.54                                    31.9485082
0.55                                    33.1141709
0.56                                    34.9082321
0.57                                    41.553262
0.58                                    37.0319219
0.59                                    42.7273026
0.6                                     35.1549541
0.61                                    30.0403222
0.62                                    35.7128946
0.63                                    26.5043152
0.64                                    44.6217937
0.65                                    25.0321029
0.66                                    32.9444603
0.67                                    33.4254582
0.68                                    36.8847108
0.69                                    29.825293
0.7                                     40.0257945
0.71                                    44.0065501
0.72                                    45.4751621
0.73                                    25.5954981
0.74                                    25.1316213
0.75                                    43.0597676
0.76                                    25.1260749
0.77                                    37.5866123
0.78                                    37.2187475
0.79                                    68.2297533
0.8                                     79.1122903
0.81                                    67.798604
0.82                                    39.6468159
0.83                                    36.7520666
0.84                                    37.0863731
0.85                                    50.7371085
0.86                                    33.3170396
0.87                                    43.3292534
0.88                                    44.7959776
0.89                                    65.2271678
0.9                                     36.7631756
0.91                                    63.287997
0.92                                    38.1914211
0.93                                    68.357088
0.94                                    48.2530824
0.95                                    35.6091892
0.96                                    56.9310417
0.97                                    55.4962969
0.98                                    67.7309488
0.99                                    104.1497802
1.0                                     187.5426304


# Pore Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    8.3233161
0.02                                    8.914566
0.03                                    8.5690465
0.04                                    8.3632121
0.05                                    9.0475772
0.06                                    8.4063947
0.07                                    8.7021191
0.08                                    8.6483535
0.09                                    9.0953478
0.1                                     8.4261081
0.11                                    8.9264398
0.12                                    8.5150444
0.13                                    10.156186
0.14                                    9.9531749
0.15                                    11.1351262
0.16                                    9.2794399
0.17                                    9.1376592
0.18                                    10.9856394
0.19                                    12.2216876
0.2                                     9.4177731
0.21                                    11.3474036
0.22                                    10.3622403
0.23                                    9.1222126
0.24                                    9.1479857
0.25                                    8.670759
0.26                                    12.3776873
0.27                                    9.1325704
0.28                                    10.9069905
0.29                                    10.3462413
0.3                                     15.959253
0.31                                    9.8241432
0.32                                    10.9429052
0.33                                    9.9716366
0.34                                    10.7693738
0.35                                    8.4469056
0.36                                    12.0489621
0.37                                    10.2843502
0.38                                    9.3296921
0.39                                    9.9502404
0.4                                     8.8182035
0.41                                    12.9934536
0.42                                    10.0781146
0.43                                    9.5155585
0.44                                    10.8588104
0.45                                    8.6851953
0.46                                    8.3359537
0.47                                    8.7989636
0.48                                    9.8512383
0.49                                    10.7410612
0.5                                     11.4099415
0.51                                    10.7637483
0.52                                    9.5838465
0.53                                    9.0077384
0.54                                    8.8973275
0.55                                    9.8932301
0.56                                    11.7250787
0.57                                    10.3991171
0.58                                    10.7206959
0.59                                    12.9102906
0.6                                     9.7465641
0.61                                    8.8042889
0.62                                    10.518669
0.63                                    11.2271907
0.64                                    8.7514194
0.65                                    8.6038373
0.66                                    10.7104353
0.67                                    12.1752753
0.68                                    9.823314
0.69                                    13.9785975
0.7                                     8.8906378
0.71                                    8.7329193
0.72                                    9.0763642
0.73                                    11.864331
0.74                                    12.7514832
0.75                                    10.4532625
0.76                                    17.022909
0.77                                    12.342461
0.78                                    11.8210816
0.79                                    14.0802867
0.8                                     14.5943058
0.81                                    9.8304156
0.82                                    10.0591091
0.83                                    10.0985159
0.84                                    16.3594625
0.85                                    13.3506346
0.86                                    11.728775
0.87                                    13.7228237
0.88                                    13.0970422
0.89                                    9.0546098
0.9                                     11.3905171
0.91                                    20.464132
0.92                                    13.406799
0.93                                    11.9745589
0.94                                    8.512396
0.95                                    17.0793928
0.96                                    16.4698044
0.97                                    20.3423184
0.98                                    23.3387773
0.99                                    29.5055862
1.0                                     64.4451315


# Throat Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    5.6623838
0.02                                    5.7479056
0.03                                    6.6563722
0.04                                    5.2465201
0.05                                    5.4876444
0.06                                    6.0458102
0.07                                    6.225484
0.08                                    5.8980194
0.09                                    5.592349
0.1                                     6.3181638
0.11                                    5.4831823
0.12                                    5.1065332
0.13                                    5.5910071
0.14                                    5.490328
0.15                                    5.6122124
0.16                                    5.0797165
0.17                                    6.0419075
0.18                                    6.037095
0.19                                    6.416706
0.2                                     5.0334479
0.21                                    4.9873109
0.22                                    6.344935
0.23                                    6.0583737
0.24                                    5.3811551
0.25                                    5.6623543
0.26                                    5.0674967
0.27                                    5.4101176
0.28                                    6.2561041
0.29                                    6.1563962
0.3                                     7.7744579
0.31                                    5.0476449
0.32                                    5.2496829
0.33                                    6.6573757
0.34                                    5.2523767
0.35                                    5.2515389
0.36                                    4.8574602
0.37                                    5.0085241
0.38                                    6.9198911
0.39                                    5.4318672
0.4                                     6.17641
0.41                                    8.2778631
0.42                                    7.2362374
0.43                                    6.7335238
0.44                                    6.8965735
0.45                                    6.6307594
0.46                                    6.1212112
0.47                                    6.021966
0.48                                    6.4363626
0.49                                    5.5389956
0.5                                     5.6053565
0.51                                    5.1173469
0.52                                    6.5467066
0.53                                    7.3571862
0.54                                    6.05238
0.55                                    6.0592156
0.56                                    6.5934871
0.57                                    8.0261897
0.58                                    5.7728052
0.59                                    7.1493595
0.6                                     6.4320765
0.61                                    6.1141322
0.62                                    6.346923
0.63                                    5.1525223
0.64                                    5.8482531
0.65                                    4.9435145
0.66                                    7.7186242
0.67                                    6.5510664
0.68                                    5.6636915
0.69                                    9.4873267
0.7                                     5.2722299
0.71                                    6.4957739
0.72                                    7.0239593
0.73                                    8.2756257
0.74                                    10.4504953
0.75                                    6.6275446
0.76                                    9.0527483
0.77                                    7.1794324
0.78                                    6.4811664
0.79                                    6.9839703
0.8                                     8.5941366
0.81                                    9.1119234
0.82                                    7.8878087
0.83                                    6.2615516
0.84                                    6.3911377
0.85                                    5.5740938
0.86                                    7.4199996
0.87                                    8.9356031
0.88                                    9.5408253
0.89                                    8.831174
0.9                                     7.343993
0.91                                    9.4130463
0.92                                    8.3428112
0.93                                    13.6218168
0.94                                    6.9004657
0.95                                    8.1134159
0.96                                    6.1033045
0.97                                    10.4622826
0.98                                    11.3340123
0.99                                    13.0442174
1.0                                     61.5961536


# Throat Average Distance (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    5.3230959
0.02                                    5.3846829
0.03                                    4.8287762
0.04                                    5.3550526
0.05                                    4.9853601
0.06                                    5.6091786
0.07                                    6.8472494
0.08                                    4.8143921
0.09                                    4.95519
0.1                                     5.5430348
0.11                                    5.193502
0.12                                    5.6200635
0.13                                    6.2785354
0.14                                    5.9350251
0.15                                    5.6485746
0.16                                    6.3483112
0.17                                    5.5078713
0.18                                    4.9171654
0.19                                    5.0893888
0.2                                     4.9892791
0.21                                    5.5967372
0.22                                    5.8243599
0.23                                    5.5010146
0.24                                    6.116614
0.25                                    5.223424
0.26                                    5.9157024
0.27                                    5.9376449
0.28                                    4.8697447
0.29                                    5.5237446
0.3                                     5.4980288
0.31                                    5.708626
0.32                                    5.1880709
0.33                                    5.8596878
0.34                                    5.0310643
0.35                                    5.4685221
0.36                                    4.8302463
0.37                                    5.2345974
0.38                                    5.1479062
0.39                                    4.9537887
0.4                                     5.0324167
0.41                                    5.9927262
0.42                                    5.0492631
0.43                                    6.6018318
0.44                                    5.2691235
0.45                                    5.0881881
0.46                                    5.4298776
0.47                                    5.950354
0.48                                    5.9238727
0.49                                    5.0671555
0.5                                     6.3187374
0.51                                    4.93098
0.52                                    6.4842617
0.53                                    5.1215122
0.54                                    5.6638712
0.55                                    6.9024007
0.56                                    5.098173
0.57                                    4.9411966
0.58                                    4.9869379
0.59                                    6.2302602
0.6                                     6.173392
0.61                                    5.6767457
0.62                                    5.8602027
0.63                                    5.5387827
0.64                                    5.5288961
0.65                                    5.3234415
0.66                                    4.8862366
0.67                                    5.7949948
0.68                                    5.7887057
0.69                                    6.159789
0.7                                     5.1191732
0.71                                    5.6946149
0.72                                    7.6724454
0.73                                    6.2687782
0.74                                    6.1332514
0.75                                    5.4411841
0.76                                    4.9903731
0.77                                    5.6900657
0.78                                    5.8742145
0.79                                    5.3129686
0.8                                     5.7728884
0.81                                    4.9769176
0.82                                    6.3847622
0.83                                    4.9524265
0.84                                    6.2517567
0.85                                    5.5012876
0.86                                    5.7963942
0.87                                    6.3423202
0.88                                    5.2034844
0.89                                    5.3883914
0.9                                     5.8263668
0.91                                    5.6062197
0.92                                    7.6879556
0.93                                    6.8109122
0.94                                    5.7897728
0.95                                    6.2471751
0.96                                    5.1193408
0.97                                    6.3851601
0.98                                    5.2218145
0.99                                    6.9368011
1.0                                     22.1678829


# Throat Permeability Distribution (um2)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    9.1425007
0.02                                    148.2204856
0.03                                    254.0235203
0.04                                    181.5598967
0.05                                    250.3231072
0.06                                    92.5180439
0.07                                    332.806806
0.08                                    167.5848496
0.09                                    50.9623954
0.1                                     60.9798454
0.11                                    100.5816475
0.12                                    163.370483
0.13                                    209.7334
0.14                                    106.0451042
0.15                                    25.1629452
0.16                                    221.9716611
0.17                                    120.6679489
0.18                                    56.6121198
0.19                                    6.0576798
0.2                                     146.8750486
0.21                                    145.5971174
0.22                                    295.7826958
0.23                                    234.4841188
0.24                                    47.0307149
0.25                                    126.7991824
0.26                                    75.5827433
0.27                                    93.4510764
0.28                                    140.8827122
0.29                                    65.9339938
0.3                                     173.984572
0.31                                    153.6515741
0.32                                    42.35006
0.33                                    61.3450991
0.34                                    24.6747979
0.35                                    8.4341183
0.36                                    60.882556
0.37                                    76.7022284
0.38                                    572.5547244
0.39                                    287.8982829
0.4                                     160.1851759
0.41                                    40.692299
0.42                                    97.6382059
0.43                                    200.6856103
0.44                                    55.684842
0.45                                    103.5103722
0.46                                    158.6783998
0.47                                    366.0117214
0.48                                    117.1971688
0.49                                    496.4370746
0.5                                     178.3257529
0.51                                    102.4158195
0.52                                    111.5421844
0.53                                    328.3025769
0.54                                    51.7841862
0.55                                    115.2267001
0.56                                    53.2659968
0.57                                    141.7748153
0.58                                    92.6635929
0.59                                    104.6576817
0.6                                     51.2670675
0.61                                    215.7623454
0.62                                    146.347543
0.63                                    267.9894909
0.64                                    97.3676005
0.65                                    101.43981
0.66                                    332.6322797
0.67                                    59.2797874
0.68                                    104.2561224
0.69                                    35.5936824
0.7                                     160.4414814
0.71                                    72.6108449
0.72                                    123.889059
0.73                                    55.7393055
0.74                                    156.5222562
0.75                                    169.9273731
0.76                                    64.7350942
0.77                                    391.9666355
0.78                                    291.4330161
0.79                                    7.9969205
0.8                                     25.3784703
0.81                                    120.4526168
0.82                                    85.0499824
0.83                                    237.5174619
0.84                                    120.3599324
0.85                                    131.7140532
0.86                                    57.0660613
0.87                                    165.2922965
0.88                                    7.2578578
0.89                                    178.2144388
0.9                                     195.891173
