DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
0.87                                    0.5367831
0.88                                    0.5271582
0.89                                    0.5919471
0.9                                     0.5035563
0.91                                    0.572789
0.92                                    0.539297
0.93                                    0.5614619
0.94                                    0.5540182
0.95                                    0.5920153
0.96                                    0.6589661
0.97                                    0.6260015
0.98                                    0.5866277
0.99                                    0.5664566
1.0                                     0.7736025


# Non-Wetting Relative Permeability (fraction)
--------------------------------------------------
Wetting-sat (Sw)                        Value
--------------------------------------------------
0.01                                    0.8093366
0.02                                    0.7222875
0.03                                    0.6996224
0.04                                    0.7385672
0.05                                    0.7785989
0.06                                    0.5609818
0.07                                    0.6939143
0.08                                    0.6686749
0.09                                    0.6489138
0.1                                     0.6868338
0.11                                    0.5980661
0.12                                    0.6864521
0.13                                    0.6128858
0.14                                    0.5776348
0.15                                    0.5891429
0.16                                    0.6103948
0.17                                    0.6302461
0.18                                    0.5950429
0.19                                    0.5967964
0.2                                     0.5793564
0.21                                    0.598699
0.22                                    0.4663801
0.23                                    0.4885038
0.24                                    0.4970048
0.25                                    0.5713649
0.26                                    0.4609539
0.27                                    0.5581162
0.28                                    0.4443489
0.29                                    0.4770416
0.3                                     0.5195086
0.31                                    0.4901539
0.32                                    0.5082199
0.33                                    0.5317553
0.34                                    0.5505246
0.35                                    0.5307727
0.36                                    0.465061
0.37                                    0.5623155
0.38                                    0.5305558
0.39                                    0.4489639
0.4                                     0.4556699
0.41                                    0.5073162
0.42                                    0.562885
0.43                                    0.5238005
0.44                                    0.4236811
0.45                                    0.4514546
0.46                                    0.4362253
0.47                                    0.4790436
0.48                                    0.4279775
0.49                                    0.4329664
0.5                                     0.3873483
0.51                                    0.4548807
0.52                                    0.4755535
0.53                                    0.5006411
0.54                                    0.4136806
0.55                                    0.502458
0.56                                    0.4702599
0.57                                    0.4345461
0.58                                    0.4168012
0.59                                    0.481019
0.6                                     0.4200648
0.61                                    0.4965694
0.62                                    0.39
0.63                                    0.4781794
0.64                                    0.3367818
0.65                                    0.4654893
0.66                                    0.4467081
0.67                                    0.4584229
0.68                                    0.4105233
0.69                                    0.3960775
0.7                                     0.4832958
0.71                                    0.44401
0.72                                    0.5071222
0.73                                    0.4222664
0.74                                    0.4508447
0.75                                    0.3810767
0.76                                    0.3979861
0.77                                    0.5479358
0.78                                    0.4358754
0.79                                    0.4921271
0.8                                     0.4013098
0.81                                    0.3115083
0.82                                    0.3920338
0.83                                    0.3682437
0.84                                    0.3829586
0.85                                    0.3357539
0.86                                    0.3721179
0.87                                    0.3316077
0.88                                    0.2623507
0.89                                    0.3650682
0.9                                     0.2965071
0.91                                    0.2861015
0.92                                    0.3010562
0.93                                    0.2506942
0.94                                    0.3073368
0.95                                    0.2454983
0.96                                    0.2616883
0.97                                    0.3341095
0.98                                    0.267717
0.99                                    0.2695614
1.0                                     0.2436118


# Two-point Correlation Function (1/um)
--------------------------------------------------
lag (px)                                Value
--------------------------------------------------
0.5                                     0.0661826
1.0                                     0.0679647
1.5                                     0.0672038
2.0                                     0.0629245
2.5                                     0.0630814
3.0                                     0.0685445
3.5                                     0.0670196
4.0                                     0.0633627
4.5                                     0.061946
5.0                                     0.0657431
5.5                                     0.0615586
6.0                                     0.0629016
6.5                                     0.0629074
7.0                                     0.058312
7.5                                     0.0542903
8.0                                     0.0572773
8.5                                     0.053102
9.0                                     0.0613837
9.5                                     0.0588094
10.0                                    0.0548941
10.5                                    0.0662352
11.0                                    0.051244
11.5                                    0.0616594
12.0                                    0.0548679
12.5                                    0.0561488
13.0                                    0.0551997
13.5                                    0.0612923
14.0                                    0.0616438
14.5                                    0.0535863
15.0                                    0.0484475
15.5                                    0.050519
16.0                                    0.0540628
16.5                                    0.0537725
17.0                                    0.0520183
17.5                                    0.04956
18.0                                    0.0489154
18.5                                    0.0524948
19.0                                    0.0486204
19.5                                    0.0517159
20.0                                    0.0547225
20.5                                    0.0512913
21.0                                    0.0515937
21.5                                    0.0531855
22.0                                    0.0479238
22.5                                    0.0497708
23.0                                    0.0453604
23.5                                    0.0454094
24.0                                    0.0488195
24.5                                    0.0496165
25.0                                    0.051383
25.5                                    0.0503769
26.0                                    0.0490827
26.5                                    0.0492702
27.0                                    0.046367
27.5                                    0.0548991
28.0                                    0.0541915
28.5                                    0.0445908
29.0                                    0.055586
29.5                                    0.0467864
30.0                                    0.0434567
30.5                                    0.0535129
31.0                                    0.0510968
31.5                                    0.0529137
32.0                                    0.0470351
32.5                                    0.049722
33.0                                    0.0506334
33.5                                    0.0523505
34.0                                    0.052784
34.5                                    0.047523
35.0                                    0.0497849
35.5                                    0.0463864
36.0                                    0.0543424
36.5                                    0.0527221
37.0                                    0.0527627
37.5                                    0.0522927
38.0                                    0.042709
38.5                                    0.044267
39.0                                    0.0378631
39.5                                    0.0473821
40.0                                    0.0555484
40.5                                    0.0485608
41.0                                    0.0548744
41.5                                    0.0546723
42.0                                    0.0465029
42.5                                    0.0553586
43.0                                    0.0445348
43.5                                    0.0474506
44.0                                    0.053832
44.5                                    0.0454874
45.0                                    0.048168
45.5                                    0.052681
46.0                                    0.0431035
46.5                                    0.0475752
47.0                                    0.0526206
47.5                                    0.0465077
48.0                                    0.0463729
48.5                                    0.0485333
49.0                                    0.0458017
49.5                                    0.0448093
50.0                                    0.0471827


# Pore Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    84.2897412
0.02                                    83.6793805
0.03                                    71.3857181
0.04                                    71.8456625
0.05                                    94.5974793
0.06                                    77.1395718
0.07                                    85.7833337
0.08                                    75.2046173
0.09                                    94.0485116
0.1                                     84.1803108
0.11                                    108.8779694
0.12                                    97.5797555
0.13                                    106.5561047
0.14                                    79.1741352
0.15                                    102.4061889
0.16                                    92.024355
0.17                                    86.8529355
0.18                                    74.9730838
0.19                                    100.8652613
0.2                                     108.2240079
0.21                                    108.1852439
0.22                                    131.2373776
0.23                                    96.1568518
0.24                                    86.2409214
0.25                                    115.5300298
0.26                                    114.4571641
0.27                                    108.7417194
0.28                                    100.9412013
0.29                                    104.2671599
0.3                                     103.8311033
0.31                                    103.8584391
0.32                                    88.8698144
0.33                                    104.9988953
0.34                                    110.1954735
0.35                                    105.3973822
0.36                                    92.0720697
0.37                                    95.7004808
0.38                                    89.2735132
0.39                                    120.5425451
0.4                                     80.5780652
0.41                                    85.3412628
0.42                                    114.5456058
0.43                                    107.0540948
0.44                                    114.3428633
0.45                                    103.0771523
0.46                                    125.4612666
0.47                                    86.5088837
0.48                                    110.7098417
0.49                                    99.3440954
0.5                                     125.7031733
0.51                                    98.1423622
0.52                                    106.0947959
0.53                                    113.1761646
0.54                                    125.9950673
0.55                                    103.1708657
0.56                                    103.6818915
0.57                                    107.0362793
0.58                                    121.2097041
0.59                                    111.3182825
0.6                                     119.794902
0.61                                    82.6125711
0.62                                    115.2168199
0.63                                    108.0642031
0.64                                    108.2450704
0.65                                    92.2386753
0.66                                    107.2982142
0.67                                    118.5560705
0.68                                    93.5215649
0.69                                    99.7683723
0.7                                     101.3552966
0.71                                    102.8033235
0.72                                    106.312639
0.73                                    94.4945159
0.74                                    115.4109735
0.75                                    111.9023304
0.76                                    123.3974708
0.77                                    112.5007805
0.78                                    92.9330457
0.79                                    89.0468997
0.8                                     101.8010372
0.81                                    95.8588482
0.82                                    109.7323298
0.83                                    103.4317784
0.84                                    94.3293927
0.85                                    118.2900965
0.86                                    110.7644414
0.87                                    99.7551495
0.88                                    103.9434234
0.89                                    123.200289
0.9                                     100.0547813
0.91                                    110.0036784
0.92                                    110.3319432
0.93                                    123.8046017
0.94                                    138.4324178
0.95                                    107.8113302
0.96                                    113.4073736
0.97                                    120.1089995
0.98                                    110.9583949
0.99                                    138.3346372
1.0                                     117.0019725


# Throat Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    53.6343308
0.02                                    106.6936532
0.03                                    76.0949769
0.04                                    97.1872273
0.05                                    97.3053765
0.06                                    80.5911646
0.07                                    92.5961671
0.08                                    61.4860347
0.09                                    85.6214921
0.1                                     94.7328291
0.11                                    86.1837656
0.12                                    105.9583715
0.13                                    83.1932048
0.14                                    86.3893816
0.15                                    64.3143171
0.16                                    96.5298109
0.17                                    91.9268773
0.18                                    98.5850191
0.19                                    121.6424947
0.2                                     115.2316701
0.21                                    112.0394088
0.22                                    83.2530715
0.23                                    80.9197461
0.24                                    93.9625213
0.25                                    90.6371685
0.26                                    81.2452834
0.27                                    115.9636156
0.28                                    98.7994525
0.29                                    116.8682554
0.3                                     112.0931685
0.31                                    86.2266562
0.32                                    83.7628392
0.33                                    97.5887859
0.34                                    105.6622478
0.35                                    67.9975763
0.36                                    123.37305
0.37                                    79.8709736
0.38                                    95.6714075
0.39                                    83.0976007
0.4                                     104.211003
0.41                                    76.9648831
0.42                                    124.4285994
0.43                                    136.2095794
0.44                                    113.8614366
0.45                                    86.1126795
0.46                                    76.9512556
0.47                                    84.1064474
0.48                                    106.7500689
0.49                                    94.031666
0.5                                     118.1454209
0.51                                    131.0357055
0.52                                    111.6115357
0.53                                    105.3218625
0.54                                    74.4774952
0.55                                    110.8928634
0.56                                    128.7857096
0.57                                    95.442387
0.58                                    105.8817443
0.59                                    119.5082272
0.6                                     90.6810589
0.61                                    96.9382001
0.62                                    87.6307593
0.63                                    158.6238443
0.64                                    113.4562544
0.65                                    110.6590673
0.66                                    116.3854672
0.67                                    124.9517914
0.68                                    112.9888251
0.69                                    117.0427376
0.7                                     110.9545889
0.71                                    138.5588494
0.72                                    115.7607275
0.73                                    112.564175
0.74                                    115.7431867
0.75                                    110.7420104
0.76                                    89.5788216
0.77                                    100.1624139
0.78                                    118.0117147
0.79                                    122.5182476
0.8                                     129.1517735
0.81                                    106.5241356
0.82                                    124.3464248
0.83                                    114.2060916
0.84                                    114.2025959
0.85                                    87.5176495
0.86                                    114.5377167
0.87                                    97.8279099
0.88                                    133.5846316
0.89                                    113.8597855
0.9                                     101.1734324
0.91                                    123.4048079
0.92                                    138.7206502
0.93                                    116.3809032
0.94                                    105.5739916
0.95                                    138.0546807
0.96                                    125.069446
0.97                                    138.4012324
0.98                                    124.9137845
0.99                                    125.5324437
1.0                                     140.6963194


# Throat Lenght Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    226.7062787
0.02                                    209.5922242
0.03                                    243.2271349
0.04                                    255.9396478
0.05                                    206.7517877
0.06                                    237.3034587
0.07                                    236.300382
0.08                                    226.276318
0.09                                    269.0832954
0.1                                     285.8984589
0.11                                    228.6848253
0.12                                    250.53689
0.13                                    277.4315558
0.14                                    331.1568043
0.15                                    283.2580345
0.16                                    273.8816732
0.17                                    224.6473449
0.18                                    312.4345241
0.19                                    252.192232
0.2                                     249.8747692
0.21                                    240.1786927
0.22                                    256.6325039
0.23                                    295.2134151
0.24                                    332.2646173
0.25                                    201.3992461
0.26                                    266.4256358
0.27                                    275.7272995
0.28                                    213.5852348
0.29                                    217.0310292
0.3                                     238.8737699
0.31                                    238.3735264
0.32                                    312.7135859
0.33                                    284.5334017
0.34                                    280.2152492
0.35                                    323.715185
0.36                                    320.8269258
0.37                                    265.1479233
0.38                                    340.3199946
0.39                                    269.2974016
0.4                                     387.6046112
0.41                                    272.2661688
0.42                                    292.5594168
0.43                                    294.9117595
0.44                                    316.2975752
0.45                                    257.1444821
0.46                                    222.0625606
0.47                                    332.8892202
0.48                                    290.2962552
0.49                                    330.4552353
0.5                                     328.496609
0.51                                    279.7243326
0.52                                    341.7353248
0.53                                    297.5488352
0.54                                    251.1511939
0.55                                    122.0140393
0.56                                    279.767064
0.57                                    323.3766028
0.58                                    300.8165119
0.59                                    309.4688157
0.6                                     321.5850701
0.61                                    294.6295736
0.62                                    244.4113653
0.63                                    353.8366466
0.64                                    297.9555028
0.65                                    317.3134042
0.66                                    297.2036693
0.67                                    265.4226188
0.68                                    322.3299163
0.69                                    361.3075826
0.7                                     252.5431543
0.71                                    234.1744857
0.72                                    320.0236679
0.73                                    343.1604396
0.74                                    302.3043678
0.75                                    246.3913034
0.76                                    303.0596666
0.77                                    319.1614667
0.78                                    310.3914725
0.79                                    284.1605679
0.8                                     286.5173054
0.81                                    316.5521813
0.82                                    339.132154
0.83                                    334.2369511
0.84                                    302.1095721
0.85                                    303.5382971
0.86                                    375.7187203
0.87                                    344.4620222
0.88                                    312.6927234
0.89                                    285.2015377
0.9                                     323.4093535
0.91                                    320.3091429
0.92                                    298.9701521
0.93                                    334.5638385
0.94                                    347.9565063
0.95                                    291.3640488
0.96                                    269.5226739
0.97                                    342.0628177
0.98                                    369.2074758
0.99                                    243.985572
1.0                                     277.3540894


# Pore Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    73.5211102
0.02                                    55.2803578
0.03                                    60.2611378
0.04                                    58.622593
0.05                                    81.0730514
0.06                                    60.808104
0.07                                    75.6837683
0.08                                    67.3513051
0.09                                    82.8928566
0.1                                     65.2909921
0.11                                    76.7389803
0.12                                    88.8140026
0.13                                    79.673038
0.14                                    76.5361977
0.15                                    71.7345479
0.16                                    89.7501724
0.17                                    90.7373709
0.18                                    74.8642195
0.19                                    85.305978
0.2                                     49.1149348
0.21                                    74.7868537
0.22                                    86.8244785
0.23                                    103.0084484
0.24                                    67.5707359
0.25                                    96.0586081
0.26                                    82.9730104
0.27                                    94.0438577
0.28                                    82.3555136
0.29                                    85.8178458
0.3                                     78.6421556
0.31                                    78.8436386
0.32                                    85.3534948
0.33                                    87.8177139
0.34                                    93.9345713
0.35                                    80.4483929
0.36                                    77.6596037
0.37                                    115.0131319
0.38                                    97.663766
0.39                                    99.5081279
0.4                                     87.6441738
0.41                                    70.7228322
0.42                                    80.3891701
0.43                                    59.8816325
0.44                                    100.4759405
0.45                                    99.3913862
0.46                                    77.017898
0.47                                    92.7491879
0.48                                    97.6150195
0.49                                    99.2620609
0.5                                     90.7001307
0.51                                    79.0149989
0.52                                    86.9143822
0.53                                    98.6518655
0.54                                    91.2901073
0.55                                    93.9814234
0.56                                    101.141648
0.57                                    101.4635267
0.58                                    87.1362362
0.59                                    94.6778584
0.6                                     80.7992145
0.61                                    94.4593498
0.62                                    88.7194772
0.63                                    70.7978568
0.64                                    87.829419
0.65                                    103.7481055
0.66                                    87.3737164
0.67                                    90.5987224
0.68                                    111.7044687
0.69                                    94.3748823
0.7                                     99.8101831
0.71                                    102.6353738
0.72                                    105.4598566
0.73                                    99.8767115
0.74                                    84.3522958
0.75                                    85.6945623
0.76                                    94.0979164
0.77                                    84.8694151
0.78                                    93.4496862
0.79                                    97.6181569
0.8                                     92.0642076
0.81                                    100.4577409
0.82                                    84.4153906
0.83                                    107.1293032
0.84                                    73.1255522
0.85                                    91.2143947
0.86                                    103.4819013
0.87                                    90.5912296
0.88                                    108.9196056
0.89                                    97.5237622
0.9                                     96.6987156
0.91                                    92.1104756
0.92                                    87.3554728
0.93                                    76.5344547
0.94                                    109.4736906
0.95                                    110.3193244
0.96                                    106.2773596
0.97                                    80.2708727
0.98                                    103.3066598
0.99                                    89.3655425
1.0                                     97.3131291


# Throat Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    60.8966425
0.02                                    57.5754273
0.03                                    52.9915933
0.04                                    62.9688115
0.05                                    56.7958369
0.06                                    66.1819043
0.07                                    61.8915256
0.08                                    57.5268307
0.09                                    51.7473253
0.1                                     79.3039447
0.11                                    49.6229194
0.12                                    67.819875
0.13                                    73.3565391
0.14                                    74.2508282
0.15                                    62.5287372
0.16                                    62.2402279
0.17                                    80.9550965
0.18                                    73.684094
0.19                                    59.9593977
0.2                                     72.2341091
0.21                                    61.8228746
0.22                                    56.912626
0.23                                    57.7171419
0.24                                    71.2291243
0.25                                    42.3221194
0.26                                    61.3255087
0.27                                    57.2721405
0.28                                    61.3213465
0.29                                    71.5092127
0.3                                     62.3794658
0.31                                    61.9935711
0.32                                    63.37791
0.33                                    48.5466632
0.34                                    75.5002167
0.35                                    71.1368059
0.36                                    61.0355109
0.37                                    62.7618774
0.38                                    65.9790028
0.39                                    68.1370706
0.4                                     69.2323934
0.41                                    74.2989903
0.42                                    66.3817019
0.43                                    82.0166796
0.44                                    57.441668
0.45                                    90.0468805
0.46                                    69.4250278
0.47                                    57.0602714
0.48                                    69.4053027
0.49                                    67.9238824
0.5                                     62.4479639
0.51                                    89.7511139
0.52                                    71.7788741
0.53                                    87.3783587
0.54                                    84.3102943
0.55                                    98.503951
0.56                                    69.6129978
0.57                                    73.2123213
0.58                                    83.7512393
0.59                                    74.4464498
0.6                                     99.8269625
0.61                                    68.2571203
0.62                                    80.2649646
0.63                                    82.1222185
0.64                                    78.0870495
0.65                                    95.3520084
0.66                                    77.3526187
0.67                                    81.3495381
0.68                                    90.9296074
0.69                                    71.7461539
0.7                                     80.2537742
0.71                                    80.4193778
0.72                                    82.7024473
0.73                                    88.0322364
0.74                                    89.6762871
0.75                                    81.2633241
0.76                                    93.9780074
0.77                                    63.5670188
0.78                                    102.3260232
0.79                                    88.6992802
0.8                                     78.3782235
0.81                                    92.188892
0.82                                    89.1917816
0.83                                    66.2821469
0.84                                    85.0188995
0.85                                    94.4206829
0.86                                    87.7240135
0.87                                    72.1888333
0.88                                    74.7592025
0.89                                    80.3900348
0.9                                     74.2193968
0.91                                    86.9890265
0.92                                    85.9051604
0.93                                    86.4732621
0.94                                    94.7695164
0.95                                    81.9265693
0.96                                    88.1888979
0.97                                    92.7948266
0.98                                    83.9001042
0.99                                    103.7280224
1.0                                     77.6711702


# Throat Average Distance (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    42.5359271
0.02                                    40.7345872
0.03                                    46.8946967
0.04                                    37.818553
0.05                                    45.7559205
0.06                                    44.8893289
0.07                                    43.6999696
0.08                                    45.5129857
0.09                                    41.2727324
0.1                                     51.3649365
0.11                                    56.96839
0.12                                    61.4752021
0.13                                    36.4958499
0.14                                    46.5345565
0.15                                    52.7901874
0.16                                    51.1857828
0.17                                    37.093443
0.18                                    53.8951386
0.19                                    48.4565231
0.2                                     43.9767355
0.21                                    43.5893045
0.22                                    43.3651929
0.23                                    47.022678
0.24                                    39.791081
0.25                                    44.3498045
0.26                                    51.5514279
0.27                                    48.0134598
0.28                                    53.211391
0.29                                    58.3808201
0.3                                     43.3378729
0.31                                    49.0183785
0.32                                    41.4987807
0.33                                    58.6033294
0.34                                    44.1238218
0.35                                    48.3683776
0.36                                    49.3364466
0.37                                    43.0404186
0.38                                    49.8132458
0.39                                    51.4734238
0.4                                     51.3402546
0.41                                    50.5589556
0.42                                    42.4520904
0.43                                    53.9576895
0.44                                    56.2409554
0.45                                    40.5244203
0.46                                    45.9231332
0.47                                    52.3136846
0.48                                    56.4098239
0.49                                    39.0961134
0.5                                     49.8201678
0.51                                    52.4630471
0.52                                    57.4632706
0.53                                    45.4162721
0.54                                    40.3771989
0.55                                    54.4532512
0.56                                    50.4565545
0.57                                    52.6641925
0.58                                    40.9851295
0.59                                    51.2997899
0.6                                     61.2008943
0.61                                    54.1077685
0.62                                    54.2054122
0.63                                    40.1575702
0.64                                    43.5849767
0.65                                    41.850016
0.66                                    53.7689476
0.67                                    39.2775254
0.68                                    55.0433588
0.69                                    63.9749135
0.7                                     49.3721745
0.71                                    48.3411384
0.72                                    60.6903759
0.73                                    51.8617646
0.74                                    60.813351
0.75                                    48.327988
0.76                                    47.3988492
0.77                                    60.0713822
0.78                                    56.2573005
0.79                                    61.1102082
0.8                                     57.8543504
0.81                                    50.9649628
0.82                                    47.398588
0.83                                    65.1863513
0.84                                    66.1479517
0.85                                    66.7803841
0.86                                    47.0488951
0.87                                    69.3791855
0.88                                    50.6184224
0.89                                    54.0377023
0.9                                     54.4055189
0.91                                    61.8747035
0.92                                    67.0666952
0.93                                    69.9125703
0.94                                    69.1703126
0.95                                    62.0784526
0.96                                    62.9748038
0.97                                    56.604652
0.98                                    48.8646874
0.99                                    57.6511837
1.0                                     67.9236846


# Throat Permeability Distribution (um2)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    9690.6805846
0.02                                    8329.234881
0.03                                    9729.7546866
0.04                                    7799.6862628
0.05                                    9588.1521722
0.06                                    9636.5510839
0.07                                    10482.9663637
0.08                                    10568.1925734
0.09                                    9144.6844095
0.1                                     9476.8367088
0.11                                    9214.8709971
0.12                                    6150.7817137
0.13                                    10718.7320161
0.14                                    8051.5942326
0.15                                    7589.5872863
0.16                                    8420.3204805
0.17                                    6628.9751641
0.18                                    7055.5860421
0.19                                    8433.6746607
0.2                                     7702.4836103
0.21                                    10914.101047
0.22                                    7048.170381
0.23                                    7656.9317513
0.24                                    8813.2646725
0.25                                    8488.4655443
0.26                                    7225.6097213
0.27                                    9430.928275
0.28                                    9973.1407873
0.29                                    7786.5784681
0.3                                     7576.8992961
0.31                                    9272.2438134
0.32                                    8710.9843712
0.33                                    9830.2547018
0.34                                    8889.7163417
0.35                                    9857.0786747
0.36                                    8856.5198711
0.37                                    9719.2773252
0.38                                    10382.4714019
0.39                                    7103.7456555
0.4                                     11805.3522011
0.41                                    12899.4137457
0.42                                    10388.4228627
0.43                                    9348.6718794
0.44                                    6724.2268231
0.45                                    7993.7322196
0.46                                    8997.2406237
0.47                                    7774.0794268
0.48                                    8765.4744525
0.49                                    11836.1094676
0.5                                     8412.5310505
0.51                                    11891.7590645
0.52                                    7279.2788669
0.53                                    5549.5275825
0.54                                    8797.0999229
0.55                                    8878.142571
0.56                                    11497.5596499
0.57                                    8268.8855948
0.58                                    10978.4623864
0.59                                    6959.8865383
0.6                                     7180.422079
0.61                                    11113.1066984
0.62                                    9737.1587002
0.63                                    11679.774481
0.64                                    8189.7355793
0.65                                    10138.1684119
0.66                                    8849.4914752
0.67                                    10075.8363326
0.68                                    8505.6936711
0.69                                    6561.8284607
0.7                                     8317.0501384
0.71                                    8449.8623973
0.72                                    8974.1574211
0.73                                    6040.4471087
0.74                                    8782.7239639
0.75                                    9180.0944054
0.76                                    10858.0050228
0.77                                    8413.7320412
0.78                                    9780.3718073
0.79                                    11411.9344658
0.8                                     9387.5050191
0.81                                    8209.9467084
0.82                                    8746.0003845
