DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
0.51                                    105.3212917
0.52                                    109.096397
0.53                                    117.3854589
0.54                                    122.1516515
0.55                                    111.3833021
0.56                                    112.6081272
0.57                                    111.810609
0.58                                    119.7522617
0.59                                    112.6203923
0.6                                     121.2104888
0.61                                    90.7160916
0.62                                    121.2872582
0.63                                    113.9377832
0.64                                    110.8397127
0.65                                    100.5466197
0.66                                    112.1818948
0.67                                    123.607679
0.68                                    102.5971012
0.69                                    108.4304435
0.7                                     114.1021742
0.71                                    110.1654966
0.72                                    110.6399974
0.73                                    103.6993077
0.74                                    119.6290447
0.75                                    107.3730329
0.76                                    122.4265155
0.77                                    120.2400179
0.78                                    101.1363013
0.79                                    100.0520384
0.8                                     107.6644368
0.81                                    106.3376855
0.82                                    113.1463701
0.83                                    112.5766671
0.84                                    101.4287892
0.85                                    117.4963388
0.86                                    117.1530856
0.87                                    111.7699812
0.88                                    110.6815987
0.89                                    123.3306686
0.9                                     106.2468609
0.91                                    119.0497896
0.92                                    117.9771353
0.93                                    126.6756418
0.94                                    133.9836015
0.95                                    111.2461329
0.96                                    119.3073085
0.97                                    125.796233
0.98                                    112.1795446
0.99                                    136.077795
1.0                                     117.4030518


# Throat Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    76.6212748
0.02                                    110.6936894
0.03                                    102.494331
0.04                                    106.1301853
0.05                                    112.8926959
0.06                                    100.1861109
0.07                                    110.8967496
0.08                                    81.0412127
0.09                                    100.5778715
0.1                                     107.4707907
0.11                                    98.5069626
0.12                                    117.8440881
0.13                                    102.0458616
0.14                                    98.2095194
0.15                                    83.846494
0.16                                    112.7952914
0.17                                    107.2031193
0.18                                    105.037034
0.19                                    129.0609936
0.2                                     116.7597899
0.21                                    117.9054515
0.22                                    101.9908887
0.23                                    90.1519585
0.24                                    106.1500561
0.25                                    100.8955104
0.26                                    98.6396717
0.27                                    115.1302786
0.28                                    101.1185466
0.29                                    125.6242703
0.3                                     118.1425725
0.31                                    101.10919
0.32                                    99.7706126
0.33                                    110.7320098
0.34                                    111.7419419
0.35                                    89.0306537
0.36                                    125.5918572
0.37                                    95.5198551
0.38                                    109.8876459
0.39                                    99.2530257
0.4                                     113.2288228
0.41                                    89.4959849
0.42                                    125.1916725
0.43                                    137.4075329
0.44                                    129.0073641
0.45                                    99.8075354
0.46                                    94.5744018
0.47                                    101.6279946
0.48                                    117.93339
0.49                                    106.0234682
0.5                                     124.4276862
0.51                                    128.0974904
0.52                                    118.4671767
0.53                                    112.1455929
0.54                                    78.9759315
0.55                                    120.3907905
0.56                                    132.5121966
0.57                                    111.2924483
0.58                                    114.8129136
0.59                                    124.8484253
0.6                                     103.2563449
0.61                                    110.4479825
0.62                                    105.6014039
0.63                                    150.2194091
0.64                                    121.2503742
0.65                                    117.3296925
0.66                                    123.1202136
0.67                                    132.0885378
0.68                                    122.352882
0.69                                    123.6280818
0.7                                     119.6599992
0.71                                    132.0079418
0.72                                    129.6528053
0.73                                    126.350329
0.74                                    121.2719664
0.75                                    123.4009715
0.76                                    106.1778634
0.77                                    107.3596341
0.78                                    127.2514221
0.79                                    123.2877033
0.8                                     137.2948894
0.81                                    116.8316268
0.82                                    128.3049561
0.83                                    120.1830419
0.84                                    121.9669133
0.85                                    107.1356721
0.86                                    122.1000343
0.87                                    112.9846402
0.88                                    141.1420434
0.89                                    122.2779285
0.9                                     116.1243368
0.91                                    135.7512532
0.92                                    137.199653
0.93                                    125.5697106
0.94                                    118.9120893
0.95                                    139.2472904
0.96                                    128.439194
0.97                                    139.2514255
0.98                                    131.693389
0.99                                    131.0402446
1.0                                     143.841199


# Throat Lenght Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    268.5927427
0.02                                    268.2180355
0.03                                    271.8038213
0.04                                    301.6530805
0.05                                    247.4349141
0.06                                    279.3080851
0.07                                    272.3745921
0.08                                    269.3611661
0.09                                    302.6757007
0.1                                     304.0388675
0.11                                    272.9285284
0.12                                    280.9525679
0.13                                    311.2053223
0.14                                    324.9390454
0.15                                    304.0028619
0.16                                    305.0434935
0.17                                    265.3636385
0.18                                    325.5125509
0.19                                    277.099273
0.2                                     255.9640126
0.21                                    273.1101938
0.22                                    287.836254
0.23                                    296.7783621
0.24                                    332.3119112
0.25                                    227.2709277
0.26                                    290.0707726
0.27                                    301.2683244
0.28                                    263.123878
0.29                                    276.8595455
0.3                                     276.0318831
0.31                                    282.3027236
0.32                                    316.5903814
0.33                                    306.2682664
0.34                                    307.8777016
0.35                                    335.5140553
0.36                                    339.1773984
0.37                                    237.3843462
0.38                                    342.5631522
0.39                                    312.1258954
0.4                                     381.3077145
0.41                                    290.8635523
0.42                                    300.3122744
0.43                                    320.0784979
0.44                                    340.3673539
0.45                                    303.2635334
0.46                                    208.3379455
0.47                                    343.9729903
0.48                                    312.0705453
0.49                                    339.2408957
0.5                                     335.4654423
0.51                                    324.6267838
0.52                                    344.0820589
0.53                                    326.5340369
0.54                                    284.6209227
0.55                                    152.0815601
0.56                                    307.2304339
0.57                                    326.1659646
0.58                                    334.9266234
0.59                                    327.2570313
0.6                                     333.761803
0.61                                    318.7176223
0.62                                    274.9301051
0.63                                    372.872553
0.64                                    336.7540594
0.65                                    331.560885
0.66                                    329.2848034
0.67                                    309.0455808
0.68                                    339.8496733
0.69                                    366.3964982
0.7                                     289.4080434
0.71                                    267.8408068
0.72                                    327.6916341
0.73                                    354.0535557
0.74                                    310.2785919
0.75                                    286.2385164
0.76                                    324.8633956
0.77                                    331.3945447
0.78                                    332.8636246
0.79                                    319.9125242
0.8                                     307.6335709
0.81                                    324.5117711
0.82                                    354.182111
0.83                                    349.2706621
0.84                                    316.4658315
0.85                                    333.8871517
0.86                                    373.6782584
0.87                                    357.2233726
0.88                                    321.2891255
0.89                                    320.9880129
0.9                                     347.4558648
0.91                                    341.9191819
0.92                                    324.1314951
0.93                                    346.1646979
0.94                                    354.0957811
0.95                                    312.5772019
0.96                                    296.7155186
0.97                                    352.3349496
0.98                                    367.4333063
0.99                                    298.9248339
1.0                                     307.501141


# Pore Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    86.7913084
0.02                                    72.6777825
0.03                                    76.5117866
0.04                                    71.3457361
0.05                                    89.7141968
0.06                                    71.2092931
0.07                                    84.7396829
0.08                                    78.24824
0.09                                    91.7148419
0.1                                     77.5384284
0.11                                    84.676712
0.12                                    94.7953414
0.13                                    87.8499539
0.14                                    79.6204328
0.15                                    83.3597926
0.16                                    95.0943373
0.17                                    94.4813191
0.18                                    86.642612
0.19                                    97.215978
0.2                                     61.1845617
0.21                                    84.9305406
0.22                                    97.7889123
0.23                                    99.3270726
0.24                                    76.2670682
0.25                                    100.5899841
0.26                                    89.3679461
0.27                                    100.8784937
0.28                                    96.1753057
0.29                                    96.3816766
0.3                                     87.4061886
0.31                                    86.1521884
0.32                                    93.8429754
0.33                                    95.0017821
0.34                                    99.6103191
0.35                                    86.2460257
0.36                                    87.4828879
0.37                                    112.7831791
0.38                                    96.748582
0.39                                    101.0035485
0.4                                     94.3176405
0.41                                    83.3925435
0.42                                    79.4514087
0.43                                    74.5772132
0.44                                    103.2666607
0.45                                    101.6352847
0.46                                    88.1006435
0.47                                    99.8204106
0.48                                    102.1126137
0.49                                    97.8816905
0.5                                     94.3881965
0.51                                    89.0436713
0.52                                    92.2765628
0.53                                    87.1715421
0.54                                    98.6578641
0.55                                    95.8878452
0.56                                    102.1758225
0.57                                    100.9057269
0.58                                    91.442981
0.59                                    99.6252082
0.6                                     88.3023286
0.61                                    96.0954149
0.62                                    98.1209021
0.63                                    85.3512402
0.64                                    98.0579653
0.65                                    101.8896407
0.66                                    92.1320255
0.67                                    95.0559182
0.68                                    111.0176322
0.69                                    100.6616366
0.7                                     105.4477397
0.71                                    102.0481511
0.72                                    105.6936678
0.73                                    102.1711277
0.74                                    87.9153916
0.75                                    93.1712602
0.76                                    97.5578742
0.77                                    90.0152985
0.78                                    95.5059825
0.79                                    102.5159948
0.8                                     97.0564668
0.81                                    99.243977
0.82                                    95.4024892
0.83                                    110.4028144
0.84                                    84.137695
0.85                                    96.275615
0.86                                    101.5709277
0.87                                    99.7660757
0.88                                    110.8131766
0.89                                    101.8118673
0.9                                     99.1393073
0.91                                    97.1748683
0.92                                    93.8269573
0.93                                    85.6258475
0.94                                    114.286897
0.95                                    113.31363
0.96                                    110.1245165
0.97                                    93.8940265
0.98                                    106.583825
0.99                                    96.4183169
1.0                                     103.4778578


# Throat Inscribed Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    74.7545333
0.02                                    71.716985
0.03                                    63.9933838
0.04                                    77.1815229
0.05                                    71.5598303
0.06                                    77.7819903
0.07                                    76.6172103
0.08                                    72.3377573
0.09                                    65.0083303
0.1                                     86.3253646
0.11                                    68.005755
0.12                                    78.7849851
0.13                                    84.3906063
0.14                                    84.0054714
0.15                                    72.8821974
0.16                                    74.0714276
0.17                                    90.3643645
0.18                                    82.7879066
0.19                                    70.5287939
0.2                                     81.7844675
0.21                                    74.5112246
0.22                                    68.0531443
0.23                                    68.4406433
0.24                                    78.178789
0.25                                    59.0345851
0.26                                    73.9015173
0.27                                    69.2326132
0.28                                    72.0270993
0.29                                    76.6622001
0.3                                     73.2232131
0.31                                    74.0037231
0.32                                    76.4823639
0.33                                    64.4737492
0.34                                    81.5838332
0.35                                    78.8814851
0.36                                    73.9663921
0.37                                    73.7553308
0.38                                    78.116747
0.39                                    75.2924767
0.4                                     82.1850049
0.41                                    79.5598059
0.42                                    69.2029472
0.43                                    86.7941776
0.44                                    76.3975017
0.45                                    92.7280383
0.46                                    81.4707971
0.47                                    66.420406
0.48                                    77.1117032
0.49                                    76.3275773
0.5                                     74.1847355
0.51                                    90.4798436
0.52                                    69.9883667
0.53                                    91.76421
0.54                                    86.1647367
0.55                                    98.8921732
0.56                                    80.0392972
0.57                                    82.2057612
0.58                                    89.0417674
0.59                                    79.5915729
0.6                                     94.5129824
0.61                                    76.4351171
0.62                                    90.4208353
0.63                                    89.2333761
0.64                                    83.8328535
0.65                                    96.9933224
0.66                                    83.4338806
0.67                                    87.2515932
0.68                                    97.5380052
0.69                                    80.6475928
0.7                                     85.8718674
0.71                                    85.7303139
0.72                                    87.5415138
0.73                                    87.9123821
0.74                                    91.8349143
0.75                                    86.0210238
0.76                                    92.7660649
0.77                                    76.0816239
0.78                                    100.785174
0.79                                    92.0117113
0.8                                     83.0879036
0.81                                    95.8988142
0.82                                    92.5898162
0.83                                    75.9448057
0.84                                    88.0064006
0.85                                    98.5350366
0.86                                    91.2928714
0.87                                    81.5876271
0.88                                    83.5597866
0.89                                    83.8094401
0.9                                     83.2720584
0.91                                    94.2053622
0.92                                    89.8210005
0.93                                    91.1647163
0.94                                    102.128384
0.95                                    87.6483013
0.96                                    93.577566
0.97                                    95.8846871
0.98                                    88.9424716
0.99                                    102.2358884
1.0                                     86.0163389


# Throat Average Distance (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    51.9451635
0.02                                    51.2972762
0.03                                    53.3094973
0.04                                    47.4131157
0.05                                    54.3342018
0.06                                    54.9910174
0.07                                    56.2099826
0.08                                    52.4534262
0.09                                    52.8544994
0.1                                     60.1383042
0.11                                    63.1378319
0.12                                    66.5586097
0.13                                    47.9334384
0.14                                    55.4467582
0.15                                    59.7470823
0.16                                    61.7166035
0.17                                    48.7317372
0.18                                    62.7463383
0.19                                    53.9506546
0.2                                     51.2741518
0.21                                    55.3956104
0.22                                    53.3709217
0.23                                    55.3707514
0.24                                    47.5507296
0.25                                    54.3055942
0.26                                    57.9440201
0.27                                    58.3178404
0.28                                    60.8279798
0.29                                    61.8755221
0.3                                     52.4776168
0.31                                    55.6502442
0.32                                    50.7436814
0.33                                    65.779716
0.34                                    55.1927745
0.35                                    57.6823514
0.36                                    56.0135906
0.37                                    51.4624271
0.38                                    59.2954121
0.39                                    55.3450238
0.4                                     56.1960429
0.41                                    56.9012467
0.42                                    52.9218972
0.43                                    57.7086315
0.44                                    62.2907116
0.45                                    51.7899613
0.46                                    54.050914
0.47                                    59.9841488
0.48                                    63.634007
0.49                                    48.5675946
0.5                                     56.9904556
0.51                                    57.7643808
0.52                                    62.555762
0.53                                    51.5915211
0.54                                    48.6985396
0.55                                    62.2234543
0.56                                    58.9595985
0.57                                    59.2508888
0.58                                    48.7595835
0.59                                    56.9220592
0.6                                     68.1369818
0.61                                    58.550729
0.62                                    59.7668446
0.63                                    47.1896713
0.64                                    50.5300849
0.65                                    55.164359
0.66                                    63.0585885
0.67                                    47.8679834
0.68                                    60.8396621
0.69                                    65.2359484
0.7                                     55.0828535
0.71                                    54.7918584
0.72                                    60.9484085
0.73                                    58.1265733
0.74                                    63.8576537
0.75                                    57.0930235
0.76                                    53.1734085
0.77                                    65.032537
0.78                                    58.866292
0.79                                    65.3047105
0.8                                     61.8064533
0.81                                    57.9703496
0.82                                    49.5964707
0.83                                    70.1161148
0.84                                    68.8208017
0.85                                    68.6091572
0.86                                    46.7176843
0.87                                    70.9129323
0.88                                    57.5895677
0.89                                    58.6502879
0.9                                     58.6739208
0.91                                    63.9015327
0.92                                    68.2943555
0.93                                    70.8433264
0.94                                    72.2882444
0.95                                    65.8897683
0.96                                    66.87522
0.97                                    60.642992
0.98                                    57.2054582
0.99                                    51.6194287
1.0                                     72.2299435


# Throat Permeability Distribution (um2)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    11143.9752636
0.02                                    10849.9112778
0.03                                    11103.427902
0.04                                    10341.413644
0.05                                    11261.4589921
0.06                                    11445.986938
0.07                                    12171.1650238
0.08                                    11727.8160783
0.09                                    11749.3906474
0.1                                     10806.6058531
0.11                                    10915.507626
0.12                                    7806.3832276
0.13                                    12307.9929102
0.14                                    10311.6314428
0.15                                    9527.9728537
0.16                                    10139.2788106
0.17                                    9631.9550515
0.18                                    9074.7757604
0.19                                    10657.9759904
0.2                                     9949.082396
0.21                                    12182.926819
0.22                                    9270.0339857
0.23                                    10322.5968916
0.24                                    10648.6029882
0.25                                    10560.6293152
0.26                                    8890.292371
0.27                                    11666.0411087
0.28                                    11684.5986572
0.29                                    9632.2190624
0.3                                     9432.7963183
0.31                                    11396.5319828
0.32                                    9938.4361761
0.33                                    11302.5512613
0.34                                    11219.9956041
0.35                                    11208.8694316
0.36                                    10537.7447986
0.37                                    11306.6250649
0.38                                    12053.1653524
0.39                                    9143.3939362
0.4                                     12362.3108668
0.41                                    13771.2856144
0.42                                    10436.6942061
0.43                                    11070.8951562
0.44                                    9301.0325227
0.45                                    10608.2392757
0.46                                    10944.6562997
0.47                                    9209.8502302
0.48                                    10429.850014
0.49                                    13192.5196753
0.5                                     10548.1162845
0.51                                    12724.7551474
0.52                                    9926.827586
0.53                                    7551.2514164
0.54                                    11251.1267011
0.55                                    11074.493691
0.56                                    12819.3912124
0.57                                    10221.8158564
0.58                                    12008.2748764
0.59                                    9132.9088097
0.6                                     9219.9833421
0.61                                    12310.4051216
0.62                                    11407.5496914
0.63                                    12533.635804
0.64                                    9802.6113338
0.65                                    12414.7876496
0.66                                    11194.8911529
0.67                                    11556.6820621
0.68                                    10095.792695
0.69                                    9165.6844283
0.7                                     10718.680619
0.71                                    10400.8720476
0.72                                    11423.0876309
0.73                                    8962.6676482
0.74                                    11610.8476763
0.75                                    10743.8294417
0.76                                    12053.1390992
0.77                                    10725.8578445
0.78                                    11897.5308204
0.79                                    12194.4241104
0.8                                     10881.2012497
0.81                                    9914.5903987
0.82                                    11699.6563977
0.83                                    10615.5377835
0.84                                    11487.7403436
