DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
0.27                                    37.3286307
0.28                                    34.0871088
0.29                                    34.2723611
0.3                                     32.0628009
0.31                                    37.3133727
0.32                                    33.2594142
0.33                                    38.3667812
0.34                                    35.6042017
0.35                                    36.475376
0.36                                    34.3723874
0.37                                    36.130103
0.38                                    32.3641739
0.39                                    34.069624
0.4                                     39.1988557
0.41                                    35.2049127
0.42                                    38.3310329
0.43                                    34.3819024
0.44                                    32.4906636
0.45                                    37.7740166
0.46                                    34.6669351
0.47                                    37.5910525
0.48                                    33.5368426
0.49                                    37.0586853
0.5                                     33.5484748
0.51                                    36.8701959
0.52                                    35.8989411
0.53                                    32.3515767
0.54                                    36.1889871
0.55                                    39.1434075
0.56                                    36.0340215
0.57                                    35.7955771
0.58                                    39.804558
0.59                                    37.9320184
0.6                                     38.3030472
0.61                                    33.3182833
0.62                                    36.2984374
0.63                                    35.2838075
0.64                                    33.0687898
0.65                                    39.0497062
0.66                                    32.978967
0.67                                    34.5174409
0.68                                    38.8879952
0.69                                    35.3411351
0.7                                     40.6843954
0.71                                    31.5696696
0.72                                    33.9801027
0.73                                    34.0938064
0.74                                    41.0732405
0.75                                    37.6139449
0.76                                    37.4233245
0.77                                    36.2172728
0.78                                    31.7500099
0.79                                    37.3120099
0.8                                     33.1067933
0.81                                    40.9882112
0.82                                    34.4437831
0.83                                    35.0609902
0.84                                    37.5937296
0.85                                    35.1814584
0.86                                    32.3394391
0.87                                    36.3555702
0.88                                    36.0346316
0.89                                    36.1430556
0.9                                     34.6069267
0.91                                    36.5396229
0.92                                    40.0006884
0.93                                    37.3590285
0.94                                    37.0389602
0.95                                    28.6019228
0.96                                    42.4842965
0.97                                    35.5513922
0.98                                    38.3687209
0.99                                    38.8063667
1.0                                     38.0831486


# Pore Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.7167626
0.02                                    0.630771
0.03                                    0.6067711
0.04                                    0.6732506
0.05                                    0.6659077
0.06                                    0.6747136
0.07                                    0.7033209
0.08                                    0.6662825
0.09                                    0.658037
0.1                                     0.6847131
0.11                                    0.680723
0.12                                    0.665792
0.13                                    0.6943145
0.14                                    0.6404278
0.15                                    0.6837794
0.16                                    0.6794691
0.17                                    0.6965262
0.18                                    0.6932746
0.19                                    0.6877272
0.2                                     0.6551229
0.21                                    0.6635397
0.22                                    0.6914466
0.23                                    0.5137426
0.24                                    0.6718255
0.25                                    0.7214387
0.26                                    0.6700052
0.27                                    0.6564286
0.28                                    0.6413176
0.29                                    0.677411
0.3                                     0.7271356
0.31                                    0.65076
0.32                                    0.7246666
0.33                                    0.6550724
0.34                                    0.7075007
0.35                                    0.7093247
0.36                                    0.7232853
0.37                                    0.7049008
0.38                                    0.6871524
0.39                                    0.672388
0.4                                     0.6677885
0.41                                    0.6830574
0.42                                    0.6595686
0.43                                    0.6561333
0.44                                    0.6755319
0.45                                    0.6561054
0.46                                    0.7065294
0.47                                    0.6707348
0.48                                    0.6563977
0.49                                    0.6766931
0.5                                     0.651813
0.51                                    0.6920578
0.52                                    0.6662742
0.53                                    0.6712418
0.54                                    0.6713583
0.55                                    0.6668104
0.56                                    0.7093643
0.57                                    0.6515258
0.58                                    0.7028363
0.59                                    0.6589267
0.6                                     0.7277188
0.61                                    0.6760187
0.62                                    0.7136833
0.63                                    0.6774948
0.64                                    0.6895512
0.65                                    0.6509039
0.66                                    0.7052559
0.67                                    0.6503277
0.68                                    0.6736732
0.69                                    0.6422214
0.7                                     0.6998076
0.71                                    0.6442811
0.72                                    0.6629437
0.73                                    0.6718793
0.74                                    0.643407
0.75                                    0.6789466
0.76                                    0.6828196
0.77                                    0.6878109
0.78                                    0.67465
0.79                                    0.7207828
0.8                                     0.6516729
0.81                                    0.6453202
0.82                                    0.7330535
0.83                                    0.7053175
0.84                                    0.7006344
0.85                                    0.6837823
0.86                                    0.7489171
0.87                                    0.667981
0.88                                    0.6446063
0.89                                    0.7116492
0.9                                     0.6383748
0.91                                    0.6932519
0.92                                    0.7173585
0.93                                    0.6996626
0.94                                    0.6817004
0.95                                    0.7150971
0.96                                    0.7247782
0.97                                    0.7023724
0.98                                    0.7090491
0.99                                    0.6647077
1.0                                     0.6699034


# Grain Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.6774599
0.02                                    0.6708729
0.03                                    0.6996765
0.04                                    0.7004831
0.05                                    0.6436743
0.06                                    0.6809601
0.07                                    0.6979932
0.08                                    0.6829368
0.09                                    0.738654
0.1                                     0.68954
0.11                                    0.7150586
0.12                                    0.7129408
0.13                                    0.7025078
0.14                                    0.7174172
0.15                                    0.6531
0.16                                    0.6796743
0.17                                    0.6838157
0.18                                    0.679182
0.19                                    0.7220406
0.2                                     0.6658958
0.21                                    0.7021616
0.22                                    0.6830305
0.23                                    0.7074089
0.24                                    0.7268766
0.25                                    0.6915398
0.26                                    0.6800506
0.27                                    0.6571044
0.28                                    0.675508
0.29                                    0.6317219
0.3                                     0.7092286
0.31                                    0.6727476
0.32                                    0.6810657
0.33                                    0.7015663
0.34                                    0.7157791
0.35                                    0.7117687
0.36                                    0.7034979
0.37                                    0.6929428
0.38                                    0.6520294
0.39                                    0.6914057
0.4                                     0.6775247
0.41                                    0.6331981
0.42                                    0.6780967
0.43                                    0.6645105
0.44                                    0.6735021
0.45                                    0.698723
0.46                                    0.7051265
0.47                                    0.7205054
0.48                                    0.6755324
0.49                                    0.6692767
0.5                                     0.7155405
0.51                                    0.7247424
0.52                                    0.6963135
0.53                                    0.670893
0.54                                    0.7172109
0.55                                    0.6785722
0.56                                    0.7181731
0.57                                    0.7171379
0.58                                    0.7046306
0.59                                    0.6924511
0.6                                     0.6986697
0.61                                    0.7125865
0.62                                    0.725675
0.63                                    0.717377
0.64                                    0.7183233
0.65                                    0.7377809
0.66                                    0.7044454
0.67                                    0.7137145
0.68                                    0.6909685
0.69                                    0.7077057
0.7                                     0.6814267
0.71                                    0.7038417
0.72                                    0.7115548
0.73                                    0.728438
0.74                                    0.7028327
0.75                                    0.6810837
0.76                                    0.6746439
0.77                                    0.7334235
0.78                                    0.7271379
0.79                                    0.7250705
0.8                                     0.7186986
0.81                                    0.7036801
0.82                                    0.6918486
0.83                                    0.6547545
0.84                                    0.6777919
0.85                                    0.6979305
0.86                                    0.6517347
0.87                                    0.6812339
0.88                                    0.7078852
0.89                                    0.6686836
0.9                                     0.7319665
0.91                                    0.6792756
0.92                                    0.719756
0.93                                    0.7567303
0.94                                    0.7105621
0.95                                    0.664232
0.96                                    0.7037284
0.97                                    0.6850242
0.98                                    0.7009749
0.99                                    0.7419751
1.0                                     0.7689173


# Grain Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    168.1099482
0.02                                    170.8427908
0.03                                    169.0517937
0.04                                    166.54942
0.05                                    162.8810255
0.06                                    135.9477737
0.07                                    158.4532465
0.08                                    161.9613911
0.09                                    176.5421453
0.1                                     162.7777445
0.11                                    172.0309039
0.12                                    174.7381848
0.13                                    157.9295677
0.14                                    153.3656583
0.15                                    171.8285718
0.16                                    160.0579679
0.17                                    158.9194298
0.18                                    147.8012923
0.19                                    152.9606603
0.2                                     168.9750799
0.21                                    171.2967397
0.22                                    181.4902313
0.23                                    151.4259451
0.24                                    163.0238584
0.25                                    144.8097127
0.26                                    159.4508479
0.27                                    175.9813347
0.28                                    163.2007526
0.29                                    157.4884421
0.3                                     163.7907294
0.31                                    162.9549852
0.32                                    176.2673606
0.33                                    203.3364139
0.34                                    162.7361402
0.35                                    174.7398132
0.36                                    180.4466782
0.37                                    162.1734173
0.38                                    172.0592646
0.39                                    161.1089476
0.4                                     160.5503119
0.41                                    174.9424992
0.42                                    188.3888914
0.43                                    164.9021163
0.44                                    188.7155649
0.45                                    151.7928571
0.46                                    174.6767833
0.47                                    168.268905
0.48                                    207.9272069
0.49                                    162.2287904
0.5                                     150.7596248
0.51                                    180.8900275
0.52                                    125.0910598
0.53                                    143.5785682
0.54                                    153.7258654
0.55                                    176.7421374
0.56                                    183.1630141
0.57                                    155.670295
0.58                                    155.3324503
0.59                                    166.8912932
0.6                                     179.5330509
0.61                                    159.9275282
0.62                                    159.5962747
0.63                                    168.0387738
0.64                                    178.1058665
0.65                                    155.8692127
0.66                                    163.1268467
0.67                                    172.0558815
0.68                                    145.6413258
0.69                                    165.2832024
0.7                                     160.2628039
0.71                                    169.6512683
0.72                                    149.0806035
0.73                                    165.5083521
0.74                                    151.6948879
0.75                                    170.216789
0.76                                    159.142776
0.77                                    177.7000017
0.78                                    151.5528892
0.79                                    157.8435851
0.8                                     149.3968724
0.81                                    166.612141
0.82                                    172.3053497
0.83                                    137.7930321
0.84                                    163.7280497
0.85                                    169.3173145
0.86                                    180.1291711
0.87                                    176.8738278
0.88                                    160.8295779
0.89                                    163.7245903
0.9                                     162.4641546
0.91                                    185.4992532
0.92                                    167.7095964
0.93                                    172.9559989
0.94                                    149.9347128
0.95                                    151.067349
0.96                                    147.3123715
0.97                                    170.1922054
0.98                                    158.7490066
0.99                                    162.0792464
1.0                                     166.4903123
